
ES,FOP,CME,USD,20230228,3985,C,50
ES,FOP,CME,USD,20230228,3985,C,50
ES,FOP,CME,USD,20230228,3985,C,50
ES,FOP,CME,USD,20230228,3990,C,50
ES,FOP,CME,USD,20230228,3990,C,50
ES,FOP,CME,USD,20230228,4015,C,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,4015,C,50
ES,FOP,CME,USD,20230228,4015,C,50
ES,FOP,CME,USD,20230228,4015,C,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,4020,C,50
ES,FOP,CME,USD,20230228,4020,C,50
ES,FOP,CME,USD,20230228,4020,C,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,4020,C,50
ES,FOP,CME,USD,20230228,4020,C,50
ES,FOP,CME,USD,20230228,4020,C,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,4020,C,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,3975,P,50
ES,FOP,CME,USD,20230228,4020,C,50
ES,FOP,CME,USD,20230228,4020,C,50
ES,FOP,CME,USD,20230228,4020,C,50
ES,FOP,CME,USD,20230228,4020,C,50
ES,FOP,CME,USD,20230228,4020,C,50
ES,FOP,CME,USD,20230228,4030,C,50
ES,FOP,CME,USD,20230228,3985,P,50
